Gene	UniProt annotation	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	INT_ma1	INT_ma2	INT_ma3	LIV_ma1	LIV_ma2	LIV_ma3
Smp_332290	Protein kinase domain-containing protein	41.88823612	-0.387637426	0.441818988	-0.87736706	0.380287299	0.604960667	44.00850504	70.39129204	29.21986877	47.26656627	34.49318062	25.95000398
Smp_332300	MFS domain-containing protein	31.42394755	-0.347565161	0.441815557	-0.786674792	0.431472264	0.651441508	38.14070437	32.84926962	33.39413574	30.38564975	24.74510784	29.02881801
Smp_332310	Regulator of G protein signaling 3, rgs3,putative	15.5879042	0.566306926	0.698151715	0.811151665	0.417278579	0.638973396	9.290684398	9.385505605	20.87133484	7.315063828	14.99703505	31.66780147
Smp_332320	G_PROTEIN_RECEP_F2_4 domain-containing protein	21.68388692	-0.803751815	0.574078486	-1.400073047	0.161491445	0.368009188	15.15848507	37.54202242	33.39413574	9.003155481	21.37077495	13.63474785
Smp_332330	SH2 domain-containing protein	85.62385432	0.194902395	0.427727124	0.455669944	0.648627338	0.811710783	51.34325588	51.62028083	141.9250769	82.15379376	120.7261322	65.97458639
Smp_332340	Fibronectin type-III domain-containing protein	20.34981137	3.440422939	0.916705308	3.753030456	0.00017471	0.00216574	1.466950168	4.692752803	8.348533934	11.25394435	20.24599732	76.09068963
Smp_332350		1.477836628	-4.834339644	2.242468325	-2.155811786	0.031098365	NA	0	4.692752803	4.174266967	0	0	0
Smp_332360	Erythrocyte membrane protein, putative	485.0599923	-0.163278902	0.339505558	-0.480931456	0.630565216	0.799861344	540.3266453	436.4260106	559.3517736	290.3517642	380.1748386	703.7289215
Smp_332370	Tyrosine-protein kinase	13.29531355	0.734217899	0.692014314	1.060986578	0.288696001	0.520310729	14.18051829	0	12.5228009	16.31821931	23.99525609	12.7550867
Smp_332380	ZP domain-containing protein	45.54325256	-0.756119367	0.414168703	-1.825631348	0.067905811	0.215447076	51.83223927	32.84926962	87.65960631	34.88722749	35.24303238	30.78814031
Smp_332390	P-type phospholipid transporter	4.163951368	1.11402043	1.210102579	0.920599997	0.357259304	0.583702554	0.977966779	4.692752803	4.174266967	8.440458263	4.499110516	2.19915288
Smp_332400	Coatomer subunit delta	161.1210436	-0.526786861	0.308115504	-1.709705787	0.087320292	0.25119657	179.9458873	140.7825841	250.456018	141.7996988	132.3488344	121.393239
Smp_332410	CIA30 domain-containing protein	38.72069167	0.328836761	0.595238718	0.552445181	0.580643383	0.767333302	29.33900336	32.84926962	41.74266967	83.2791882	34.11825475	10.9957644
Smp_332420	PKS_ER domain-containing protein	34.74001197	0.034818124	0.441177319	0.078920929	0.937095516	0.972566508	38.62968776	37.54202242	25.0456018	39.95150244	38.24243939	29.02881801
Smp_332440	Trematode Eggshell Synthesis domain containing protein	1.042996302	-1.049316104	2.238612488	-0.468735035	0.639259041	NA	0	4.692752803	0	1.125394435	0	0.439830576
Smp_332450	Equilibrative nucleoside transporter	3.792106724	2.311610009	1.265222899	1.827037758	0.067694092	0.215175007	1.955933558	0	0	4.50157774	7.498517527	8.796611518
Smp_332460	BHLH domain-containing protein	6.401835075	0.351526239	0.937186051	0.37508693	0.707595817	0.848102143	1.955933558	9.385505605	8.348533934	6.189669393	6.373739898	6.157628063
Smp_332470	Tripartite motif protein trim9, putative	15.7306997	-0.123651844	0.607404381	-0.203574173	0.838686278	0.924524974	17.60340202	18.77101121	12.5228009	9.003155481	15.37196093	21.11186764
Smp_332480	TNFR	44.13927908	-0.024689515	0.451282184	-0.054709704	0.956369738	0.980955555	40.09663793	23.46376401	70.96253844	30.94834696	40.86692052	58.4974666
Smp_332490	Alpha-carbonic anhydrase domain-containing protein	36.67617885	-1.292144066	0.428599191	-3.014807525	0.002571424	0.019875593	46.45342199	61.00578643	50.0912036	15.75552209	22.1206267	24.63051225
Smp_332500	DIX domain-containing protein	7.659898613	0.317687819	0.880152332	0.360946404	0.718139513	0.854980427	4.400850504	9.385505605	8.348533934	3.376183305	6.373739898	14.07457843
Smp_332510	5'-nucleotidase	23.53410795	0.042917209	0.527578117	0.081347591	0.935165527	0.971684765	15.64746846	28.15651682	29.21986877	28.69755809	18.37136794	21.11186764
Smp_332520	RIB43A-like with coiled-coils protein 2	54.67128648	1.36506174	0.507997614	2.687142031	0.00720663	0.044239365	30.80595353	18.77101121	41.74266967	32.63643862	81.35891517	122.7127307
Smp_332540	Aminopeptidase (Fragment)	189.9830935	-0.934426501	0.354910009	-2.632854747	0.008467055	0.049702485	209.2848907	173.6318537	367.3354931	103.536288	107.9786524	178.1313832
Smp_332550	Protein Wnt	16.34390436	0.997780492	0.657239841	1.518137566	0.128979723	0.319865218	13.20255151	9.385505605	8.348533934	12.37933879	19.12121969	35.62627665
Smp_332560	WD_REPEATS_REGION domain-containing protein	26.64459038	0.263124818	0.497131116	0.529286559	0.596606678	0.779027311	21.02628574	32.84926962	20.87133484	20.81979705	29.99407011	34.30678492
Smp_332570	MFS domain-containing protein	22.60408294	0.317677106	0.517772103	0.6135462	0.539515245	0.737752114	23.47120269	14.07825841	20.87133484	20.81979705	29.99407011	26.38983456
Smp_332580	DNA-directed RNA polymerase	8.655138808	0.643931753	0.834893969	0.771273691	0.440544723	0.657813371	6.845767451	9.385505605	4.174266967	3.938880523	10.87285041	16.71356189
Smp_332590	Lim homeobox protein	2.017557275	2.063313668	1.645881535	1.253622223	0.20997935	0.432048573	0.977966779	0	0	3.938880523	6.748665774	0.439830576
Smp_332600	MAM domain-containing protein	52.18074923	0.252982517	0.403514481	0.626947802	0.530693451	0.730719453	44.49748843	28.15651682	70.96253844	52.33084123	65.23710248	51.90000796
Smp_332610	TRIM2_3	6.800374794	2.507913437	1.026300857	2.443643519	0.014539785	0.073963255	1.955933558	0	4.174266967	10.12854992	15.74688681	8.796611518
Smp_332620	Clu domain-containing protein	180.8833713	0.890127629	0.357217965	2.491833324	0.012708566	0.06757004	106.5983789	93.85505605	183.6677466	184.0019901	193.4617522	323.7153039
Smp_332630	Parafibromin	22.08260293	0.757710434	0.571903853	1.324891291	0.18520721	0.399415509	22.9822193	9.385505605	12.5228009	29.26025531	38.99229114	19.35254534
Smp_332640	Pribosyltran domain-containing protein	0.062487646	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0	0.374925876	0
Smp_332650	Putative nucleolar protein c7b	426.5565206	-0.854244564	0.343435405	-2.487351483	0.012869818	0.068062609	599.9826188	713.298426	333.9413574	215.5130343	277.4451485	419.1585389
Smp_332660	Putative nucleolar protein c7c	60.98369308	0.399454653	0.382947385	1.043105838	0.296899277	0.528483473	51.83223927	56.31303363	50.0912036	60.77129949	58.48843671	88.40594576
Smp_332670	Beta-1,4-galactosyltransferase	13.06601196	1.231889394	0.763989605	1.61244261	0.106865659	0.284165502	13.6915349	4.692752803	0	29.26025531	17.99644206	12.7550867
Smp_332680	BTB domain-containing protein	100.4708663	0.120790369	0.34317835	0.351975493	0.724856642	0.859622407	78.72632569	89.16230325	125.228009	110.2886546	115.8520958	83.56780943
Smp_332690	Protein AF-10	15.06350542	-0.328079598	0.632271493	-0.518890384	0.603837184	0.783487439	12.71356812	14.07825841	25.0456018	9.003155481	9.748072785	19.79237592
Smp_332700	Zinc finger protein, putative	32.02038181	0.424193778	0.45520873	0.931866527	0.351405508	0.577183547	27.87205319	37.54202242	16.69706787	36.01262192	37.49258763	36.5059378
Smp_332710	Cyclic nucleotide-binding domain-containing protein	8.322254581	0.452854884	0.835038886	0.542315922	0.587600889	0.772820941	7.82373423	0	12.5228009	6.189669393	7.123591651	16.27373131
Smp_332720	Coiled-coil domain-containing protein 191	5.196071946	0.685813427	1.017031742	0.674328439	0.500102528	0.706977999	5.867800673	4.692752803	0	3.376183305	7.123591651	10.11610325
Smp_332740	Nuclear pore complex protein	30.16124091	0.051915172	0.480426838	0.108060516	0.913947688	0.96228146	21.02628574	46.92752803	25.0456018	33.19913583	26.61973722	28.14915686
Smp_332750	phenylalanine--tRNA ligase	15.50617232	-0.467399465	0.680514757	-0.686832225	0.49218846	0.701878133	18.09238541	23.46376401	12.5228009	16.31821931	19.12121969	3.518644607
Smp_332780	Myb_DNA-bind_5 domain-containing protein	15.43149922	1.616263542	0.65437273	2.469943302	0.013513447	0.070291321	8.312717619	9.385505605	4.174266967	24.19598035	18.37136794	28.14915686
Smp_332790	SRCR domain-containing protein	7.886924088	0.788601232	0.884314101	0.891765982	0.372518379	0.598060051	2.444916947	14.07825841	4.174266967	7.315063828	7.873443403	11.43559497
Smp_332800	MT domain-containing protein	16.93934582	1.171934736	0.673496417	1.740075681	0.08184573	0.241772904	14.66950168	4.692752803	8.348533934	11.25394435	29.24421836	33.42712377
Smp_332820	Spectrin beta chain	15.83667698	0.278096772	0.636526438	0.436897441	0.662185728	0.821041934	9.779667788	23.46376401	12.5228009	14.63012766	10.87285041	23.7508511
Smp_332830	28S ribosomal protein S5, putative	33.2834847	0.691653097	0.511922708	1.351088918	0.176666951	0.388840684	41.5635881	14.07825841	12.5228009	41.07689688	49.1152898	41.34407414
Smp_332840		9.146151089	-0.299734902	0.732369183	-0.409267497	0.682343366	0.834105437	11.73560135	9.385505605	8.348533934	10.69124713	8.998221032	5.717797487
Smp_332850	SH3 domain-containing kinase-binding protein 1	17.13472933	0.233989575	0.60520244	0.386630257	0.699029955	0.844320159	16.13645185	14.07825841	16.69706787	18.56900818	10.49792454	26.82966513
Smp_332860	Rho GTPase-activating protein 68F	100.7372171	-0.206223783	0.330486138	-0.624001308	0.532626726	0.732554729	112.4661796	84.46955045	125.228009	110.2886546	91.48191383	80.48899539
Smp_332870	DNA_MISMATCH_REPAIR_2 domain-containing protein	24.95669075	1.147281004	0.527176409	2.176275311	0.029534681	0.122632818	20.04831896	14.07825841	8.348533934	37.70071357	32.61855124	36.94576838
Smp_332880	Helicase SKI2W	58.55032138	0.248917118	0.368273249	0.675903337	0.499102019	0.706117333	53.78817283	61.00578643	45.91693664	60.20860228	67.48665774	62.89577236
Smp_332890	Dynein heavy chain 1, axonemal	47.02945649	0.41003679	0.524917337	0.78114545	0.434716953	0.654195161	31.29493692	46.92752803	45.91693664	19.1317054	48.74036393	90.16526806
Smp_332900	DUF676 domain-containing protein	22.86575566	0.932379628	0.543989178	1.713967236	0.086534743	0.249778048	13.6915349	14.07825841	20.87133484	35.4499247	20.99584908	32.10763204
Smp_332910	ANK_REP_REGION domain-containing protein	17.23051709	1.353875327	0.662208359	2.044485406	0.040905618	0.153841867	8.312717619	14.07825841	8.348533934	14.06743044	19.87107145	38.70509068
Smp_332920	Protein LNK1-like	69.72162216	0.53971386	0.389293826	1.386392036	0.165627227	0.373054363	75.30344196	37.54202242	50.0912036	93.40773811	67.86158362	94.12374325
Smp_332930	G_PROTEIN_RECEP_F2_4 domain-containing protein	69.28281583	0.012948771	0.350783831	0.036913821	0.97055372	0.987830232	66.50174096	70.39129204	70.96253844	66.96096889	77.98458228	62.89577236
Smp_332940	CUPID domain-containing protein	24.71123843	1.518693415	0.539791228	2.81348295	0.004900799	0.032907013	14.18051829	18.77101121	4.174266967	33.19913583	40.11706877	37.82542953
Smp_332950	Nucleoporin NDC1	4.759386007	0.895556514	1.055397254	0.848549218	0.396132174	0.620573166	4.400850504	4.692752803	0	4.50157774	10.12299866	4.838136335
Smp_332960	Adenylate and Guanylate cyclase catalytic domain containing protein	8.104557877	-0.022127671	0.786908142	-0.028119763	0.977566631	0.991026302	7.334750841	9.385505605	8.348533934	5.064274958	7.498517527	10.9957644
Smp_332970		24.30802503	0.183626449	0.570841183	0.321676947	0.747697444	0.870394421	32.2729037	28.15651682	4.174266967	39.95150244	20.6209232	20.67203707
Smp_332980	Aquaporin-9	0.09378287	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0.562697218	0	0
Smp_333000	Fucosyltransferase	0.799948301	0.540174891	2.113182757	0.255621474	0.798243135	NA	0.977966779	0	0	0.562697218	1.499703505	1.759322304
Smp_333010	Glutathione transferase	486.8358604	-2.018378749	0.288057189	-7.006868162	2.44E-12	1.68E-10	634.7004394	1051.176628	659.5341808	211.0114566	175.4653101	189.1271476
Smp_333030	Helicase, putative	56.80443973	0.448606125	0.381821528	1.174910508	0.240030521	0.465931973	55.74410639	51.62028083	33.39413574	65.27287723	64.86217661	69.93306157
Smp_333040	28S ribosomal protein S9, mitochondrial	44.63889367	0.17009984	0.42422751	0.400963719	0.688446835	0.837729651	54.76613961	32.84926962	33.39413574	43.89038297	43.11647578	59.81695833
Smp_333050	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	8.447700575	1.272938358	0.875218294	1.454423846	0.145828833	0.345687439	3.422883726	4.692752803	8.348533934	18.00631096	10.49792454	5.717797487
Smp_333070	Protein kinase domain-containing protein	4.887266826	0.616928625	1.048384847	0.588456259	0.556226085	0.749326024	3.422883726	0	8.348533934	4.50157774	3.374332887	9.67627267
Smp_333080	RRM domain-containing protein	108.0240728	1.348163376	0.36711855	3.672283451	0.000240393	0.002829233	77.74835891	37.54202242	58.43973754	153.0536432	130.474205	190.88647
Smp_333090	Cytochrome c oxidase assembly protein COX15-like protein	47.1474078	0.8771781	0.501665963	1.748530226	0.080372256	0.238806692	27.38306981	37.54202242	37.5684027	66.39827167	88.48250682	25.5101734
Smp_333100	BTB domain-containing protein	27.50783546	0.777701608	0.514979841	1.510159322	0.131002776	0.323006555	28.85001997	9.385505605	16.69706787	40.51419966	37.49258763	32.10763204
Smp_333120	SPATA1_C domain-containing protein	125.0871875	-0.22653668	0.354774526	-0.638537052	0.523124143	0.724443402	125.6687311	164.2463481	116.8794751	72.02524384	122.6007616	149.1025652
Smp_333140	Rootletin	198.073096	0.440385445	0.393377648	1.119497885	0.262927793	0.491823538	233.7340601	150.1680897	112.7052081	124.3560851	233.2038951	334.2712377
Smp_333150	Metastasis-associated protein MTA3	68.30057218	1.583508215	0.428297935	3.697211885	0.00021798	0.002607522	48.40935555	18.77101121	25.0456018	127.1695712	86.60787744	103.8000159
Smp_333160	GA-binding protein alpha chain	22.68892346	0.514235666	0.551279288	0.932804256	0.350921043	0.57683153	17.11441863	18.77101121	20.87133484	39.38880523	17.99644206	21.9915288
Smp_333170	phospholipase A2	26.59645393	0.862088578	0.498618915	1.728952817	0.08381754	0.245418446	20.53730235	9.385505605	25.0456018	35.4499247	37.49258763	31.66780147
Smp_333180	Hexosyltransferase	0.311072843	-0.582503576	3.005340907	-0.193822795	0.846314637	NA	0.488983389	0	0	0.562697218	0.374925876	0.439830576
Smp_333190	GTP-binding protein Rheb	19.80398217	0.220741831	0.565116548	0.39061293	0.696083366	0.842461107	13.6915349	18.77101121	25.0456018	13.50473322	23.62033021	24.19068168
Smp_333200	PSP domain-containing protein	131.1337191	0.517526582	0.324524752	1.594721447	0.11077454	0.290983405	122.7348307	122.0115729	75.13680541	133.9219378	162.3429045	170.6542635
Smp_333210	WASH complex subunit strumpellin	1.196509077	1.235781588	1.861416756	0.663893018	0.506758785	NA	0.977966779	0	0	0.562697218	2.999407011	2.638983456
Smp_333220		16.91897698	3.534116992	0.890486111	3.968750269	7.23E-05	0.001016626	2.933900336	0	4.174266967	58.52051062	21.37077495	14.51440901
Smp_333230		3.587681431	0.163258579	1.13002931	0.144472871	0.885127077	0.947114804	4.889833894	0	4.174266967	5.064274958	2.999407011	4.398305759
Smp_333240	Riboflavin transporter	8.353435737	-0.66807617	0.832778592	-0.802225438	0.422422564	0.643556051	5.867800673	14.07825841	12.5228009	2.25078887	10.12299866	5.277966911
Smp_333250	Phospholipid-transporting ATPase	8.433951819	-0.252641262	0.773079315	-0.326798631	0.743820195	0.867846566	6.845767451	9.385505605	12.5228009	5.064274958	9.748072785	7.037289215
Smp_333260	Protein kinase domain-containing protein	11.80826037	1.494346231	0.728233727	2.052014589	0.040168245	0.152073128	7.82373423	0	8.348533934	17.44361374	16.12181268	21.11186764
Smp_333270		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_333280	Secreted protein	2.83815861	0.458107999	1.517638014	0.301855907	0.76276191	0.880490535	0	9.385505605	0	1.125394435	2.999407011	3.518644607
Smp_333290	Tr-type G domain-containing protein	15.17884047	0.484508359	0.639064558	0.758152447	0.448359725	0.666221366	9.779667788	4.692752803	25.0456018	16.88091653	13.12240567	21.55169822
Smp_333300	BZIP domain-containing protein	13.06486339	3.844421726	0.929061951	4.137960578	3.50E-05	0.000542178	1.466950168	4.692752803	0	21.94519148	19.49614557	30.78814031
Smp_333310	Vigilin	90.08235022	0.951494897	0.400499603	2.37576989	0.01751238	0.083590466	63.56784062	65.69853924	54.26547057	102.4108936	76.85980465	177.6915527
Smp_333320	SH3 domain-containing protein	15.0280846	0.061885389	0.664163683	0.093177918	0.925762217	0.967090887	11.24661796	9.385505605	25.0456018	6.75236661	15.74688681	21.9915288
Smp_333330	LITAF domain-containing protein	3.147866066	0.19707889	1.321422028	0.14914152	0.881441964	0.945207292	0.977966779	9.385505605	0	2.25078887	1.874629382	4.398305759
Smp_333340	SEA domain-containing protein	0.910115442	-0.117807171	2.011400056	-0.058569736	0.953294816	NA	1.955933558	0	0	1.125394435	1.499703505	0.879661152
Smp_333350	PHD finger protein 10	35.24630709	1.408654982	0.540537144	2.606028091	0.009159895	0.052789921	19.07035219	9.385505605	29.21986877	27.57216366	45.74095691	80.48899539
Smp_333360		0.51092422	1.156992224	2.679349025	0.431818405	0.665873401	NA	0	0	0	2.25078887	0.374925876	0.439830576
Smp_333370	RAP domain-containing protein	29.54584761	0.552233112	0.52702831	1.047824379	0.294719528	0.526610772	15.64746846	18.77101121	41.74266967	22.5078887	33.74332887	44.86271874
Smp_333380	Apple domain-containing protein	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_333390	Potassium voltage-gated channel protein eag	36.5537271	-0.059859674	0.451702974	-0.132519991	0.894573012	0.951581546	30.31697014	46.92752803	37.5684027	36.01262192	43.86632753	24.63051225
Smp_333400	Bifunctional lysine-specific demethylase and histidyl-hydroxylase	40.30940899	0.124485714	0.425570248	0.292515077	0.769892834	0.884775928	48.89833894	37.54202242	25.0456018	45.0157774	40.49199465	44.86271874
Smp_333410	non-specific serine/threonine protein kinase	18.45161044	0.119175167	0.613551778	0.194238158	0.845989406	0.927374399	23.47120269	18.77101121	8.348533934	27.57216366	22.87047846	9.67627267
Smp_333420	BEN domain-containing protein	59.4215405	0.26692545	0.392037198	0.680867663	0.495955231	0.704114633	48.89833894	56.31303363	58.43973754	77.0895188	70.48606475	45.30254932
Smp_333450	SJCHGC01147 protein	18.54596714	0.777231793	0.606255149	1.282020935	0.199835302	0.419510042	14.18051829	14.07825841	12.5228009	12.942036	23.24540433	34.30678492
Smp_333460	Ribosomal_L2_C domain-containing protein	2.197829061	1.275988786	1.489538601	0.856633581	0.391647421	0.616260247	0.488983389	0	4.174266967	2.25078887	1.874629382	4.398305759
Smp_333470	RUN domain-containing protein	2.362505104	-0.117411277	1.403318386	-0.083666884	0.933321287	0.970240642	2.933900336	0	4.174266967	1.688091653	4.499110516	0.879661152
Smp_333480	SAM domain-containing protein	35.34012409	0.762541991	0.47770727	1.596253688	0.110432165	0.29048387	25.42713625	37.54202242	16.69706787	30.38564975	43.49140166	58.4974666
Smp_333490	Bardet-Biedl syndrome 7-like protein	6.14725502	0.45511664	0.931199753	0.488742226	0.625024205	0.797122851	8.801701009	0	4.174266967	10.69124713	7.498517527	5.717797487
Smp_333500	Actin-binding LIM protein 1	52.99016321	0.695285822	0.411871447	1.688113675	0.09138941	0.258891194	39.60765454	18.77101121	62.61400451	69.21175776	57.36365908	70.37289215
Smp_333510	J domain-containing protein	59.93111561	-0.083118135	0.382959173	-0.217041765	0.828175797	0.919086241	79.21530908	37.54202242	62.61400451	59.64590506	58.11351083	62.45594178
Smp_333520	Cadherin	16.19591732	1.723515841	0.669879761	2.572873433	0.010085808	0.056984782	10.26865118	0	8.348533934	32.63643862	24.37018196	21.55169822
Smp_333540	CxC5 domain-containing protein	1.716890491	0.013108998	1.612304133	0.008130599	0.993512792	0.99664122	3.911867115	0	0	2.25078887	1.499703505	2.638983456
Smp_333550	Ala_racemase_N domain-containing protein	26.74775967	0.546465412	0.485269629	1.126106766	0.260120331	0.488175729	21.51526913	18.77101121	25.0456018	29.82295253	36.74273588	28.58898743
Smp_333560	Hyaluronoglucosaminidase	9.869950518	0.996841815	0.809546086	1.231358946	0.218188644	0.441597155	8.801701009	4.692752803	4.174266967	24.19598035	8.998221032	8.356780943
Smp_333570	Transporter	7.012965312	-0.678476125	0.802444476	-0.845511616	0.39782525	0.621629246	8.312717619	9.385505605	8.348533934	5.064274958	5.248962269	5.717797487
Smp_333580	Protein regulator of cytokinesis 1	8.586395914	1.530564774	0.821142349	1.863945729	0.062329326	0.204376692	4.400850504	4.692752803	4.174266967	14.06743044	12.7474798	11.43559497
Smp_333590	CUB domain-containing protein	4.433767863	-0.662098075	0.991726569	-0.667621596	0.504375169	0.710400448	6.845767451	4.692752803	4.174266967	4.50157774	3.749258763	2.638983456
Smp_333600	ATP receptor	18.77292451	-0.502312022	0.608238041	-0.825847757	0.408890459	0.630840573	28.85001997	18.77101121	16.69706787	6.75236661	16.49673856	25.07034283
Smp_333610	Ribosomal RNA processing protein 1-like protein	49.95968547	0.28142876	0.453780365	0.620187169	0.535134568	0.734079191	61.61190706	56.31303363	12.5228009	54.5816301	68.98636125	45.7423799
Smp_333620	BHLH domain-containing protein	54.4033188	1.84325335	0.479734958	3.842232717	0.00012192	0.001594671	25.42713625	23.46376401	20.87133484	56.83241897	65.23710248	134.5881562
Smp_333630	PDZ domain-containing protein	9.831081725	0.356770417	0.758907897	0.470110297	0.638276218	0.803584489	11.24661796	4.692752803	8.348533934	5.626972175	14.99703505	14.07457843
Smp_333640	Nuclear pore complex protein Nup98-Nup96	53.75127528	-0.064545807	0.406968296	-0.158601562	0.873982798	0.940966479	37.16273759	75.08404484	58.43973754	59.08320784	46.11588279	46.62204105
Smp_333650	Putative transient receptor potential cation channel,subfamily m, member	16.6900247	0.302449154	0.624063049	0.484645189	0.627928053	0.798679598	11.73560135	14.07825841	20.87133484	10.12854992	16.49673856	26.82966513
Smp_333660	Nucleosome assembly protein 1-like 1	155.9020678	0.853925091	0.374541761	2.279919574	0.022612459	0.100433183	160.3865517	103.2405617	58.43973754	214.9503371	152.9697575	245.4254614
Smp_333670	PBPe domain-containing protein	4.385906771	3.24205164	1.376106477	2.355959872	0.018474913	0.086700129	0.977966779	0	0	1.125394435	7.498517527	16.71356189
Smp_333680	DDHD domain-containing protein	28.3844211	0.425190557	0.483805866	0.878845395	0.379485109	0.604022049	22.00425252	14.07825841	37.5684027	32.0737414	35.99288413	28.58898743
Smp_333690	G_PROTEIN_RECEP_F1_2 domain-containing protein	1.22489755	-2.133920748	1.956497604	-1.090684059	0.275411927	NA	1.466950168	4.692752803	0	0	0.749851753	0.439830576
Smp_333700	DEP domain-containing protein 5	4.011291956	3.608665193	1.387262056	2.601285877	0.009287502	0.053202252	0.488983389	0	0	2.25078887	6.373739898	14.95423958
Smp_333710	Transmembrane protein 138	33.36945218	-1.3518225	0.495093813	-2.730437072	0.006325041	0.040254972	39.11867115	56.31303363	50.0912036	7.877761045	21.74570083	25.07034283
Smp_333720	ELKS/RAB6-interacting/CAST family member 2	319.2012209	-0.316666821	0.361409509	-0.876199472	0.380921604	0.605706218	493.3842399	286.257921	275.5016198	182.8765957	254.9495959	422.2373529
Smp_333730	MJ1316 domain-containing protein	135.7511723	0.271968788	0.322178509	0.844155584	0.398582471	0.622175207	133.4924653	150.1680897	83.48533934	139.5489099	137.5977966	170.2144329
Smp_333740	Cadherin	11.52042746	0.324880917	0.711913683	0.456348747	0.648139215	0.811218792	6.356784062	18.77101121	8.348533934	11.25394435	8.998221032	15.39407016
Smp_333750	BTB domain-containing protein	12.45574312	0.442589014	0.668826999	0.661739156	0.508138405	0.712861686	15.15848507	9.385505605	4.174266967	14.63012766	16.87166444	14.51440901
Smp_333760	Piezo_RRas_bdg domain-containing protein	10.38219746	0.710280354	0.797958339	0.890122102	0.373400326	0.599033265	4.400850504	9.385505605	12.5228009	9.003155481	6.748665774	20.23220649
Smp_333770	GPI transamidase component PIG-T	45.73782623	1.012313511	0.430761253	2.350057031	0.018770535	0.087606086	34.71782065	28.15651682	25.0456018	68.64906054	71.23591651	46.62204105
Smp_333780	DH domain-containing protein	9.28160411	-0.253723634	0.755420172	-0.335870874	0.736968241	0.865572848	5.867800673	14.07825841	12.5228009	7.315063828	9.748072785	6.157628063
Smp_333790	Homeobox domain-containing protein	20.637883	0.668718038	0.570793889	1.171557808	0.241374636	0.467266719	16.13645185	23.46376401	8.348533934	23.07058592	17.62151619	35.18644607
Smp_333800	Protein son of sevenless	48.77477019	1.784533938	0.485296065	3.677206689	0.000235802	0.002785594	13.20255151	18.77101121	41.74266967	56.26972175	81.73384104	80.92882597
Smp_333810	6-phosphogluconate dehydrogenase, decarboxylating	109.6561281	-1.584256187	0.340007677	-4.659471817	3.17E-06	6.28E-05	133.4924653	140.7825841	221.2361493	56.26972175	62.61262135	43.54322702
Smp_333830	Neprilysin-1-like	10.2739028	0.317732413	0.725095021	0.438194173	0.661245532	0.820637117	6.845767451	14.07825841	8.348533934	7.877761045	13.49733155	10.9957644
Smp_333840	Transporter	22.93674629	-0.189024596	0.519777581	-0.363664388	0.71610864	0.853157709	23.96018608	32.84926962	16.69706787	28.13486088	15.74688681	20.23220649
Smp_333850		6.034221491	0.30096495	0.939664698	0.320289727	0.74874871	0.871061177	3.911867115	9.385505605	4.174266967	2.813486088	7.123591651	8.796611518
Smp_333860	C1q domain-containing protein	5.63205619	0.068520001	0.931255663	0.073578077	0.941346116	0.974904471	6.845767451	4.692752803	4.174266967	6.75236661	8.24836928	3.078814031
Smp_333870		4.459694325	3.747634421	1.371609292	2.732290049	0.006289574	0.040088996	0.488983389	0	0	18.00631096	5.623888145	2.638983456
Smp_333880	Peptidylglycine monooxygenase	22.74671847	0.055620164	0.543034203	0.10242479	0.918419507	0.963820495	23.47120269	9.385505605	33.39413574	17.44361374	32.99347712	19.79237592
Smp_333890	Pecanex-like protein	102.6543418	-0.827574076	0.35145611	-2.354701062	0.018537612	0.086756024	88.01701009	136.0898313	175.3192126	64.71018002	70.86099063	80.92882597
Smp_333900	Pecanex-like protein	3.570958475	1.256228212	1.20948249	1.038649359	0.298967841	0.530853883	1.955933558	4.692752803	0	6.189669393	3.749258763	4.838136335
Smp_333910	F-actin-capping protein subunit beta	207.6149654	-0.654952581	0.325114694	-2.014527772	0.043954152	0.162445873	248.8925452	220.5593817	292.1986877	209.3233649	168.7166444	105.9991688
Smp_333920	Ion_trans_2 domain-containing protein	6.348904952	0.324465145	0.943612961	0.343854057	0.730956044	0.862442432	1.955933558	9.385505605	8.348533934	5.626972175	7.498517527	5.277966911
Smp_333930	Putative hepatotoxic ribonuclease omega-1	18.56590748	3.677273377	0.884452235	4.15768453	3.21E-05	0.000503824	2.933900336	0	4.174266967	65.27287723	23.62033021	15.39407016
Smp_333940	RNA helicase	58.07986238	-0.246181356	0.413512535	-0.595341943	0.551614925	0.746292266	76.77039213	37.54202242	70.96253844	69.77445497	57.36365908	36.06610723
Smp_333950	non-specific serine/threonine protein kinase	145.6919902	0.122031445	0.326657635	0.373575977	0.708719809	0.84919466	120.7788972	117.3188201	183.6677466	138.4235155	127.474798	186.4881642
Smp_333960	Stromal cell-derived factor 2	28.44160271	0.288571688	0.531082034	0.543365562	0.586878132	0.772465114	43.03053827	14.07825841	12.5228009	32.0737414	31.11884774	37.82542953
Smp_333970	Putative translation initiation factor IF-2	326.0962875	-0.338036166	0.268071497	-1.26099257	0.207311524	0.428313432	321.2620868	408.2694938	367.3354931	256.027234	298.4409976	305.2424197
